Key,Type,Desc,Chinese,English,Japanese
物理免伤提升,Text,,物理免伤提升,Armor Damage reduction,
物防大于,Text,,物防大于,DEF greater than,
环,Text,,环,,
生产药剂暴击概率额外提高,Text,,生产药剂暴击概率额外提高,Extra Elixir From Alchemy  Up ,
电抗性,Text,,电抗性,Lightning Resistance,
白色,Text,,白色,White ,
白色品质的装备,Text,,白色品质的装备,White quality equipment,
白色插槽,Text,,白色插槽,White,
百里挑一,Text,,百里挑一,Drop Rate Lv.4,
的头盔,Text,,的头盔,Helmet,
的戒指,Text,,的戒指,Ring,
的手套,Text,,的手套,Gloves,
的护符,Text,,的护符,Talismans,
的武器,Text,,的武器,Weapon,
的腰带,Text,,的腰带,Belts,
的衣服,Text,,的衣服,Clothes,
的裤子,Text,,的裤子,Pants,
的队伍,Text,,的队伍,Team,
的鞋子,Text,,的鞋子,shoes,
的项链,Text,,的项链,Necklace,
的饰品,Text,,的饰品,Magic,
确 定,Text,,确 定,Yes,
祝福值额外提高,Text,,祝福值额外提高,,
神农值额外提高,Text,,神农值额外提高,,
神圣抗性额外提高,Text,,神圣抗性额外提高,Holy Resistance Up ,
离线宝箱奖励,Text,,离线宝箱奖励,Offline chest reward,
秒,Text,,秒,s,
秒后免费领取,Text,,秒后免费领取,s Get for free,
秒后开启,Text,,秒后开启,second Open,
秘境值,Text,,秘境值,Mystic value,
移动速度,Text,,移动速度,MS,
移动速度提升,Text,,移动速度提升,Movement Speed,
穿戴身上激活成就,Text,,穿戴身上激活成就,Wear activation,
第,Text,,第,No.,
第101-200名,Text,,第101-200名,No.101-200,
第11-20名,Text,,第11-20名,No.11-20,
第1名,Text,,第1名,No.1,
第201-500名,Text,,第201-500名,No.201-500,
第21-30名,Text,,第21-30名,No.21-30,
第2名,Text,,第2名,No.2,
第31-50名,Text,,第31-50名,No.31-50,
第3名,Text,,第3名,No.3,
第4-10名,Text,,第4-10名,No.4-10,
第51-100名,Text,,第51-100名,No.51-100,
第一个升级至20级的为肝帝,Text,,第一个升级至20级的为肝帝,The first one upgraded to level 20 is the Level king,
第一章,Text,,第一章,chap. 1,
第一章探宝,Text,,第一章探宝,Par.1,
第三章,Text,,第三章,chap. 3,
第三章探宝,Text,,第三章探宝,Par.3,
第二章,Text,,第二章,chap. 2,
第二章探宝,Text,,第二章探宝,Par.2,
第五章,Text,,第五章,chap. 5,
第五章探宝,Text,,第五章探宝,Par.5,
第四章,Text,,第四章,chap. 4,
第四章探宝,Text,,第四章探宝,Par.4,
等级,Text,,等级,Level,
等级不足,Text,,等级不足,Insufficient Level,
等级到达,Text,,等级到达,Level to,
等级大于,Text,,等级大于,Level greater than,
类型,Text,,类型,Type,
系统提示,Text,,系统提示,Tips,
紫色,Text,,紫色,Violet ,
紫色品质的装备,Text,,紫色品质的装备,Purple quality equipment,
紫色插槽,Text,,紫色插槽,Purple,
红色,Text,,红色,Red ,
红色插槽,Text,,红色插槽,Red,
级,Text,,级,Lv,
级冒险家,Text,,级冒险家,Level Adventurer,
级学习,Text,,级学习,level,
级开启购买,Text,,级开启购买,Level open purchase,
经验,Text,,经验,Exp,
经验加成,Text,,经验加成,Extra EXP,
经验收益额外提高,Text,,经验收益额外提高,Extra EXP Up ,
绝世耀眼,Text,,绝世耀眼,Drop Rate Lv.7,
绿色,Text,,绿色,Green ,
绿色品质的装备,Text,,绿色品质的装备,Green quality equipment,
绿色插槽,Text,,绿色插槽,Green,
肝帝,Text,,肝帝,Level King,
腰带,Text,,腰带,Belts,
自身buff效果延长,Text,,自身buff效果延长,BUFF Length+ X SEC,
英勇洗炼,Text,,英勇洗炼,Heroic Polish,
药剂熟练度增加,Text,,药剂熟练度增加,Alchemy LV/point,
药剂类熟练度额外提高,Text,,药剂类熟练度额外提高,Alchemy point Up ,
获得,Text,,获得,Get,
蓝色,Text,,蓝色,Blue ,
蓝色品质的装备,Text,,蓝色品质的装备,Blue quality equipment,
蓝色插槽,Text,,蓝色插槽,Blue,
虚弱的,Text,,虚弱的,Frail,
血量,Text,,血量,Hp,
血量修炼,Text,,血量修炼,HP Practice,
衣服,Text,,衣服,Clothes,
被动精灵,Text,,被动精灵,Passive,
装备,Text,,装备,Equip,
装备上的宝石槽位出现概率,Text,,装备上的宝石槽位出现概率,CHANCE Extra Hole,
装备制造,Text,,装备制造,Make,
装备隐藏属性出现概率,Text,,装备隐藏属性出现概率,CHANCE Hidden Properties,
裤子,Text,,裤子,Pants,
谁与争锋,Text,,谁与争锋,Drop Rate Lv.8,
财富值额外提高,Text,,财富值额外提高,Extra Gold Up ,
赞助,Text,,赞助,Recharge,
达到,Text,,达到,to,
运气值额外提高,Text,,运气值额外提高,,
进度,Text,,进度,Need,
进度值,Text,,进度值,Progress,
通 用,Text,,通 用,General,
通用,Text,,通用,General,
部位,Text,,部位,Position,
重击,Text,,重击,HH,
重击概率,Text,,重击概率,Heavy Hit,
重击概率额外提高,Text,,重击概率额外提高,Heavy Hit Up ,
重击附加伤害,Text,,重击附加伤害,Extra HH Damage,
重击附加伤害额外提高,Text,,重击附加伤害额外提高,Extra HH Damage Up ,
野兽,Text,,野兽,Beast,
野兽攻击伤害,Text,,野兽攻击伤害,Damage To beas % ,
野兽攻击抗性,Text,,野兽攻击抗性,beast  Resistance,
野兽攻击抗性额外提高,Text,,野兽攻击抗性额外提高,beast  Resistance Up ,
金币,Text,,金币,Gold,
金币不足,Text,,金币不足,Not Enough Gold,
金币加成,Text,,金币加成,Extra Gold ,
金币收益额外提高,Text,,金币收益额外提高,Extra Gold  Up ,
钻石,Text,,钻石,Diamond,
锻造熟练度增加,Text,,锻造熟练度增加,Blacksmithing LV/point,
锻造类熟练度额外提高,Text,,锻造类熟练度额外提高,Blacksmithing point Up ,
镶 嵌,Text,,镶 嵌,Inlay,
闪电抗性,Text,,闪电抗性,LR,
闪电抗性额外提高,Text,,闪电抗性额外提高,Lightning Resistance Up ,
闪避,Text,,闪避,Dog,
闪避 血量,Text,,闪避 血量,DOG HP,
闪避恢复血量,Text,,闪避恢复血量,Replenish ,
闪避率,Text,,闪避率,Dodge  chance,
闪避等级,Text,,闪避等级,Dodge  LV,
闪避等级额外提高,Text,,闪避等级额外提高,Dodge LV Up ,
防御,Text,,防御,Def,
防御上限,Text,,防御上限,MAN DEF,
防御下限,Text,,防御下限,MIN DEF,
防御修炼,Text,,防御修炼,DEF Practice,
隐藏属性,Text,,隐藏属性,Hide,
需要,Text,,需要,Need,
需要战力达到,Text,,需要战力达到,Need Strength to,
需要熟练度,Text,,需要熟练度,Need Proficiency,
需要等级,Text,,需要等级,Need Lv,
需要等级达到,Text,,需要等级达到,Need Level to,
鞋子,Text,,鞋子,shoes,
韧性,Text,,韧性,CRIT Resist,
韧性概率额外提高,Text,,韧性额外提高,CRIT Resist Up ,
韧性等级,Text,,韧性等级,CRIT Resist LV,
韧性等级额外提高,Text,,韧性等级额外提高,CRIT Resist LV Up ,
项链,Text,,项链,Necklace,
饰品,Text,,饰品,Magic,
首领技能加成额外提高,Text,,首领技能加成额外提高,Magic Dmg To Boss Up ,
首领攻击加成额外提高,Text,,首领攻击加成额外提高,Armor Dmg To Boss Up ,
高级技能,Text,,高级技能,Advanced,
魔法免伤提升,Text,,魔法免伤提升,Spell Damage reduction,
魔法天赋,Text,,魔法天赋,Magic,
魔法师,Text,,魔法师,Magician,
魔法穿透额外提高,Text,,魔法穿透额外提高,Spell Penetration Up ,
魔防,Text,,魔防,Res,
魔防上限,Text,,魔防上限,MAX RES,
魔防下限,Text,,魔防下限,MIN RES,
魔防大于,Text,,魔防大于,ADF greater than,
黑暗抗性,Text,,黑暗抗性,SR,
